review_id,order_id,review_score,review_comment_title,review_comment_message,review_creation_date,review_answer_timestamp,classe,texto_limpo,texto_processado
e233e51d11511bf30e568c76360ace52,548df2c6e5f089574614894bca78acf5,1,,"recebi somente 1 controle Midea Split ESTILO.
Faltou Controle Remoto para Ar Condicionado Consul",2018-01-28 00:00:00,2018-02-04 11:06:15,negativa,recebi somente 1 controle midea split estilo faltou controle remoto para ar condicionado consul,recebi somente 1 controle midea split estilo faltou controle remoto ar condicionado consul
3d94fd645cdaacc8c9f0dc0a2a1f5166,4d483bf690ca21bdc005df9b623673c7,5,,boa,2017-03-21 00:00:00,2017-03-22 00:58:49,positiva,boa,boa
500c05500aa275953129f49799ee5c73,8a9424899aac432d80d8e580932b5ee9,5,MT lindo,MT lindo,2018-07-25 00:00:00,2018-07-25 21:37:22,positiva,mt lindo,mt lindo
6a0969d0769d2f3ff6438809a1cc455e,32638fbca8d1a197e649fd5138e12049,5,,"Ocorreu tudo como contratado sendo a entrega realizada antes do prazo 
 Estou satisfeita
",2017-06-02 00:00:00,2017-06-03 13:12:07,positiva,ocorreu tudo como contratado sendo a entrega realizada antes do prazo estou satisfeita,ocorreu tudo contratado sendo entrega realizada antes prazo satisfeita
8a64945e89526e68bc16383391590232,71960e6af960919256a958a3633e1040,5,,"Amei achei lindo ,muito delicado adorei",2018-04-18 00:00:00,2018-04-18 22:30:45,positiva,amei achei lindo muito delicado adorei,amei achei lindo delicado adorei
c0dbf9a325d2a2fece43873be47191e1,b324f4270850cbba23533b9a9d3434a9,4,,"Ótima loja para parceria: rápidíssima, produtos bem embalados e de qualidade! Só o custo do frete que foi meio azedo.",2018-04-04 00:00:00,2018-04-06 15:43:39,positiva,ótima loja para parceria rápidíssima produtos bem embalados e de qualidade só o custo do frete que foi meio azedo,ótima loja parceria rápidíssima produtos bem embalados qualidade custo frete meio azedo
109b5ce2dd11bb8460eff3b86da6fefc,25362fbf6aac4b01a28dee1e076acc26,5,Ótimo Produto! ,Recomendo o vendedor... ,2018-08-17 00:00:00,2018-08-17 21:47:08,positiva,recomendo o vendedor,recomendo vendedor
6d06808638ec0701bccd70bc8d462c28,97d2f8fe76f2f253b8291e17b5383884,1,,"O produto não chegou no prazo estipulado e causou transtorno, pq programei a viagem de férias do meu filho, baseado no prazo. Moro na Bahia e ele em Cuiabá sozinho. Agora, a casa está vazia. ",2016-12-09 00:00:00,2016-12-19 14:10:43,negativa,o produto não chegou no prazo estipulado e causou transtorno pq programei a viagem de férias do meu filho baseado no prazo moro na bahia e ele em cuiabá sozinho agora a casa está vazia,produto não chegou prazo estipulado causou transtorno pq programei viagem férias filho baseado prazo moro bahia cuiabá sozinho agora casa vazia
750d4311e8ddb6cba549ee86f06f0cca,4b32a4cdfc1b80066a8ee3a4b7a2094f,5,,"Produto entregue como solicitado, e com muita brevidade. Parabéns!
",2017-08-09 00:00:00,2017-08-09 12:03:45,positiva,produto entregue como solicitado e com muita brevidade parabéns,produto entregue solicitado muita brevidade parabéns
60c714ed14cef913944a3147094a4742,9ac05114800f02bfaa783bd76842dbe2,1,,"Produto muito inferior, mal acabado.",2018-07-03 00:00:00,2018-07-05 19:03:52,negativa,produto muito inferior mal acabado,produto inferior mal acabado
c45811d9f90e22a81155b3a1e4a5c2e8,491f193fc52075598871cfe6f19976d4,5,RECOMENDO SEMPRE!!,O kit mochila patrulha canina é lindo!! Meu netinho vai amar!! Obrigada!!,2018-06-19 00:00:00,2018-06-19 17:44:05,positiva,o kit mochila patrulha canina é lindo meu netinho vai amar obrigada,kit mochila patrulha canina lindo netinho vai amar obrigada
e29ab4a671400c41322e4855de633c6a,17b296b73ebefd6213299342b09f097f,5,,Maravilha ,2017-08-09 00:00:00,2017-08-11 23:28:46,positiva,maravilha,maravilha
888f11883ff85fa5c07e6ae1192d85c4,248907ae8054cb8e93d5aa44857779b4,5,,Cumpriu o prometido na compra e com o uma entrega em tempo satisfatório ,2018-01-04 00:00:00,2018-01-05 23:30:00,positiva,cumpriu o prometido na compra e com o uma entrega em tempo satisfatório,cumpriu prometido compra entrega tempo satisfatório
65dfeb60c40e3cbb0a1838285d86f885,a2714ecbf6eeb3bb9cd7dba6dc1c5e82,1,,Pedi reembolso e sem resposta até momento ,2018-03-08 00:00:00,2018-03-08 12:27:34,negativa,pedi reembolso e sem resposta até momento,pedi reembolso resposta momento
50a1eaa2f96d6f3e02d0cd68d92bab75,4a7cf245701068d38d441791b735e4bd,5,***** Recomendo,Super rápido.,2018-05-10 00:00:00,2018-05-11 03:08:49,positiva,super rápido,super rápido
436f71c9cc0c1aab7f51dc0cd0820516,c676e726f8a14a9527b41b9dc50ca1bc,5,,"Satisfeito
",2017-11-22 00:00:00,2017-11-22 14:45:40,positiva,satisfeito,satisfeito
97d4feff1fd7129bee6cde095b9dac2a,b4039fffc67d7a5a75a3ba881d75e402,5,,"estao de parabens... sempre chega com muiiita antecedencia..

Muito obrigada.... ",2017-06-24 00:00:00,2017-06-29 13:48:21,positiva,estao de parabens sempre chega com muiiita antecedencia muito obrigada,estao parabens sempre chega muiiita antecedencia obrigada
1692078634b63c7f25aa90ee746ec498,5bc4e94aef2841f392fb6fe7ceef69b6,5,OTIMO,OK RECOMENDO,2018-05-23 00:00:00,2018-05-28 12:48:45,positiva,ok recomendo,ok recomendo
8055e963f26f70c406ca517b2c2848e6,9218ec94cd0d96e4c3e6b8c1504aa8dc,5,,"Produto de muito boa qualidade, chegou antes do prazo prometido",2017-12-17 00:00:00,2017-12-19 17:31:58,positiva,produto de muito boa qualidade chegou antes do prazo prometido,produto boa qualidade chegou antes prazo prometido
ae728c1061bf163b4bd256ad9ee0bb83,45c780334bc32cb77559a65c5f171160,1,,"Este foi o pedido
Balde Com 128 Peças - Blocos De Montar 2 un - R$ 25,00 cada (NÃO FOI ENTREGUE)
Vendido e entregue targaryen
Tapete de Eva Nº Letras 36 Peças Crianças 1 un - R$ 35,90 (ESTE FOI ENTREG",2018-01-04 00:00:00,2018-01-10 09:52:57,negativa,este foi o pedido balde com 128 peças blocos de montar 2 un r 25 00 cada não foi entregue vendido e entregue targaryen tapete de eva n letras 36 peças crianças 1 un r 35 90 este foi entreg,pedido balde 128 peças blocos montar 2 un r 25 00 cada não entregue vendido entregue targaryen tapete eva n letras 36 peças crianças 1 un r 35 90 entreg
41926e45719f9b923357ea3bb222195f,1601df22ba2f78168443e6f729e74868,5,,"Entrega muito rápida
Parabéns",2017-08-29 00:00:00,2017-08-29 21:06:01,positiva,entrega muito rápida parabéns,entrega rápida parabéns
72730619a00e0ecdecf0a4ff862d8996,af76a45a10524549102e010f2bd9d3cd,1,,comprei tres pacotes de cinco folhas cada de papel transfer para tecido escuro e so recebi dois,2017-11-07 00:00:00,2017-11-08 21:54:58,negativa,comprei tres pacotes de cinco folhas cada de papel transfer para tecido escuro e so recebi dois,comprei tres pacotes cinco folhas cada papel transfer tecido escuro so recebi dois
c5d83c2523ef15209c8faf5133a7bafb,7eba0b6b5cb480d65416e26e2528d250,4,,"Estava faltando apenas um produto, eu recebi hoje , muito obrigada!
Tudo certo!

Att 

Elenice.",2017-12-16 00:00:00,2017-12-19 23:21:17,positiva,estava faltando apenas um produto eu recebi hoje muito obrigada tudo certo att elenice,faltando apenas produto recebi hoje obrigada tudo certo att elenice
766fc608e4f2683020fb0a121d9db23e,77fc7da5ef4df2c48276ae832072dcf1,5,,"A bolsa térmica além de linda é super espaçosa . Produto de acordo com o anunciado e a entrega super rápida , entregou bem antes do prazo .",2018-01-10 00:00:00,2018-01-11 07:47:10,positiva,a bolsa térmica além de linda é super espaçosa produto de acordo com o anunciado e a entrega super rápida entregou bem antes do prazo,bolsa térmica além linda super espaçosa produto acordo anunciado entrega super rápida entregou bem antes prazo
5c37d7ba6ef2f031c34bb4fda3454018,bbd1b9ebbc5a09d51caaa2d10e0f93b5,2,,Demorou de mais pra entrega ,2017-12-17 00:00:00,2017-12-17 12:14:13,negativa,demorou de mais pra entrega,demorou pra entrega
83414f98136ce687f7eb69e555b2519c,36e05888e17fa68e55b13477d9b53d3e,5,,super rapido a entrega .... chegou antes da data... ,2017-10-24 00:00:00,2017-10-25 19:36:57,positiva,super rapido a entrega chegou antes da data,super rapido entrega chegou antes data
346317f9aff540395fe46893611854f8,546ffb713086001ce9f0009158f88b73,1,,Não funciona não faz sincronismo,2017-09-17 00:00:00,2017-09-18 23:39:56,negativa,não funciona não faz sincronismo,não funciona não faz sincronismo
2685a4800004a12ec09d27264ff1915f,5c973d2b4652e1dec15353b59339f3b4,5,,Recomendo a todos os clientes,2016-10-22 00:00:00,2016-10-26 17:47:19,positiva,recomendo a todos os clientes,recomendo todos clientes
3f6d9482c57cdb5fc7012f7b9b5ed4c5,2a3251c95a3d5c57ed230021faa588a0,5,,OTIMA,2018-04-19 00:00:00,2018-04-22 12:25:48,positiva,otima,otima
a55012f5c7e74353e92986be15d133b6,54b73f808b0ff25da4276773c30ac269,5,,"Gostei muito do jogo de banho.A estampa florida, o bordado, tudo muito bonito. Ótimo produto.",2017-06-03 00:00:00,2017-06-04 02:22:55,positiva,gostei muito do jogo de banho a estampa florida o bordado tudo muito bonito ótimo produto,gostei jogo banho estampa florida bordado tudo bonito ótimo produto
487f8ff16eaf366dc7c01652202048c3,d5ba80d74b52c335ae36398d6159e6ee,1,,"Chegou apenas uma peça, mas na nota e na garantia constam as duas joias.",2017-08-22 00:00:00,2017-08-22 23:45:13,negativa,chegou apenas uma peça mas na nota e na garantia constam as duas joias,chegou apenas peça nota garantia constam duas joias
ef8ae544c432bb1053ba5990bd0d6227,e18ebd6286697a3f0f6fe267d8286cb2,1,,EU NÃO RECEBI O PRODUTO E CONSTA NO SISTEMA QUE EU RECEBI ALÉM DE PAGAR CARO DO FRETE ,2018-01-12 00:00:00,2018-01-13 00:28:49,negativa,eu não recebi o produto e consta no sistema que eu recebi além de pagar caro do frete,não recebi produto consta sistema recebi além pagar caro frete
aaab917291fea34988b9a0cb60e0716f,560f7585b57fcc9579460fa21c0d8ec1,1,,"Comprei o relógio, unissex e enviaram um relógio feminino, bem menor que as especificações do anúncio.",2018-04-05 00:00:00,2018-04-06 11:06:19,negativa,comprei o relógio unissex e enviaram um relógio feminino bem menor que as especificações do anúncio,comprei relógio unissex enviaram relógio feminino bem menor especificações anúncio
3f73914ab5fc1cd68ad6757c93644349,3144812170fbb0c3b71bbd757609f605,5,,Sempre compro na lannister.Pra mim é a melhor loja on-line,2018-03-14 00:00:00,2018-03-17 10:26:13,positiva,sempre compro na lannister pra mim é a melhor loja on line,sempre compro lannister pra mim melhor loja on line
e2fd85e5df711bd91e6e96e13c741843,c9645496b715730a1a5d07eb97a6bf6b,5,,Produto de qualidade excelente,2017-01-31 00:00:00,2017-02-01 16:56:49,positiva,produto de qualidade excelente,produto qualidade excelente
42ae74a43661be8587b2e2db054179db,0a187dd7f4efe70e8c3b6e3779b3b133,5,,Ótimo custo-benefício,2017-09-14 00:00:00,2017-09-15 14:15:14,positiva,ótimo custo benefício,ótimo custo benefício
d8f61c7fcd172785563a65cd65a8cea8,cf34fe44babb9fd001a001acfa43cabf,5,,OK,2017-11-19 00:00:00,2017-11-22 19:34:39,positiva,ok,ok
79927442ebcbf70b2021e1339bb9a51b,1c8898140458c37fbbf0be37d47193b9,5,muito boa,Gostei da atenção com a entrega,2018-04-27 00:00:00,2018-04-30 08:04:49,positiva,gostei da atenção com a entrega,gostei atenção entrega
14613df954694f243dedeaa2c8a3a5c2,1e91914c9706a5d4665b8c5a6294b107,4, 4 ," Se fosse vidro tinha quebrado; veio na caixa sem nenhuma proteção por dentro, a caixa estava muito amassada. Desculpe.. mas gosto de comprar de vcs
.",2018-05-15 00:00:00,2018-05-16 23:41:51,positiva,se fosse vidro tinha quebrado veio na caixa sem nenhuma proteção por dentro a caixa estava muito amassada desculpe mas gosto de comprar de vcs,vidro quebrado veio caixa nenhuma proteção dentro caixa amassada desculpe gosto comprar vcs
5f938e5f5f2e9a75710b54feeb9ea610,d9ff0185a300435402f043124f530274,1,Médio,A peça não serviu,2018-05-11 00:00:00,2018-05-14 14:08:04,negativa,a peça não serviu,peça não serviu
d7ea05bb4f9c77d606fd90b1a27e317d,bb5b0d8f3e9c964760c674f2aa2ae0cf,1,,Comprei o produto dia 25 de fevereiro e hoje dia 29 de marco não fora entregue na minha residência. Não sei se os correios desse Brasil e péssimo ou foi a própria loja que demorou postar.,2018-03-29 00:00:00,2018-03-29 23:13:58,negativa,comprei o produto dia 25 de fevereiro e hoje dia 29 de marco não fora entregue na minha residência não sei se os correios desse brasil e péssimo ou foi a própria loja que demorou postar,comprei produto dia 25 fevereiro hoje dia 29 marco não entregue residência não sei correios desse brasil péssimo própria loja demorou postar
185cb85ede91009d7a8e685687c037ee,2e5dc86c8c4aa663549caf5e31de840d,1,,"fiz minha compra faz 30 dias e não recebi ainda meu produto.
Precisa melhorar nas entregas",2017-04-06 00:00:00,2017-04-09 18:25:12,negativa,fiz minha compra faz 30 dias e não recebi ainda meu produto precisa melhorar nas entregas,fiz compra faz 30 dias não recebi ainda produto precisa melhorar entregas
0c9b6ca9b3beaf0fd5d621f63844ea01,cadd4c5765abf658117f2cc7e2a639c2,5,prazo entrega,"Espero receber esta semana, o que não seria tão extravagante, porém...mais atrazo do que isso me faria desistir do baratheon.",2018-08-26 00:00:00,2018-08-29 02:48:21,positiva,espero receber esta semana o que não seria tão extravagante porém mais atrazo do que isso me faria desistir do baratheon,espero receber semana não tão extravagante porém atrazo faria desistir baratheon
c399eafa15aafaecdd1d9008f5b34ed6,3081ddf6e7c6afa4e4124e7882486fcd,5,,"Entregou no prazo certo, fiquei feliz com a compra que fiz",2017-06-23 00:00:00,2017-06-24 00:58:52,positiva,entregou no prazo certo fiquei feliz com a compra que fiz,entregou prazo certo fiquei feliz compra fiz
8ef36616bef00398b6e413c124f436c8,6925682cc441a2514cd15f7f17ece7b2,5,,Lindo relógio adorei,2017-05-31 00:00:00,2017-06-01 01:21:14,positiva,lindo relógio adorei,lindo relógio adorei
59d95e0b5b52d038dc3a022b7c912969,fc8c2e8bc069aea361c41c313464993c,5,Super produto ,Muito bom alta qualidade!,2018-07-04 00:00:00,2018-07-05 00:56:21,positiva,muito bom alta qualidade,bom alta qualidade
a0adf7a439816b22050d6bf433cbbff6,15c8f741c0b7deafafea8af0f7bb6852,5,,"Produto bonito, entregue bem valado e dentro do prazo. Recomendo!",2018-04-10 00:00:00,2018-04-13 11:04:52,positiva,produto bonito entregue bem valado e dentro do prazo recomendo,produto bonito entregue bem valado dentro prazo recomendo
93fbbe62dcf6ffac99be013a1c68eb52,935f0d2ac8ce7ce29f5712d2637ddb33,5,,Muito bom,2018-02-20 00:00:00,2018-02-21 09:42:27,positiva,muito bom,bom
c40a6b6e0181e5ec0d12cbc2e12c49d3,f3468d6a2c7586711e9952242898aad4,1,falta de produto e quebra,Faltou 1 produto e os que recebi 1 veio quebrado,2018-05-23 00:00:00,2018-05-23 22:23:00,negativa,faltou 1 produto e os que recebi 1 veio quebrado,faltou 1 produto recebi 1 veio quebrado
5241fcad10d7b45a1761f1e1e1536faa,0bcbcc3e0a09b3f6a9495de35f452616,5,super recomendo,"chegou dentro do prazo e o produto é de excelente qualidade! Acabou as dores nas costas, estou dormindo muito bem!",2018-07-07 00:00:00,2018-07-09 18:12:17,positiva,chegou dentro do prazo e o produto é de excelente qualidade acabou as dores nas costas estou dormindo muito bem,chegou dentro prazo produto excelente qualidade acabou dores costas dormindo bem
06f47dacd0575e592bf6a17e922ce6cd,82348f1b5f24ac795fa9320e02c49553,1,não recebi ainda,aqui está descrevendo como entregue só que ate agora não recebi,2018-06-28 00:00:00,2018-06-29 16:34:46,negativa,aqui está descrevendo como entregue só que ate agora não recebi,aqui descrevendo entregue ate agora não recebi
d36219dfadc3a5b07ab66670d23915ad,22613579f7d11cc59c4347526fc3c79e,5,,"Acho que rastreando o produto devia ser melhor e mais preciso, mas no geral foi uma ótima experiência ",2016-10-19 00:00:00,2016-10-20 12:40:59,positiva,acho que rastreando o produto devia ser melhor e mais preciso mas no geral foi uma ótima experiência,acho rastreando produto devia melhor preciso geral ótima experiência
5230dc021b8ce3fe53ed728af873a6d1,fc850201b579f014488f1cca40aaa06d,5,,Ainda não tive a oportunidade de testar,2017-11-23 00:00:00,2017-11-25 16:59:50,positiva,ainda não tive a oportunidade de testar,ainda não oportunidade testar
8ef0597f9b1870cf46c81358425f0e24,d451da9b109e1786f303924d04ed72a1,5,,nada a declarar,2017-05-20 00:00:00,2017-05-22 11:22:58,positiva,nada a declarar,nada declarar
5939898b5d2ac05454b2fe1aeecaad19,ff37040ee7efbb9709c2b4389c4c0fc4,5,,O produto chegou muito rapido e de boa qualidade recomendo o produto,2018-03-09 00:00:00,2018-03-12 10:32:15,positiva,o produto chegou muito rapido e de boa qualidade recomendo o produto,produto chegou rapido boa qualidade recomendo produto
cde97e23deec3aa11e838402378706ee,512ba2efae3409f37660ce26199b32aa,1,,"Não posso! Estou aguardando a chegada do produto que comprei!Logo que isso aconteça, terei minha opinião formada!",2017-12-22 00:00:00,2017-12-22 12:20:27,negativa,não posso estou aguardando a chegada do produto que comprei logo que isso aconteça terei minha opinião formada,não posso aguardando chegada produto comprei logo aconteça opinião formada
3ff8285931cc9b54c9ad22ba78957f63,e6b23db78d4473c921fb9315e04b5c0f,1,,Comprei dois produtos e recebi somente um. Mandei dois emails para a loja e não tive nenhum retorno. Estou insatisfeita.,2017-05-14 00:00:00,2017-05-19 10:38:27,negativa,comprei dois produtos e recebi somente um mandei dois emails para a loja e não tive nenhum retorno estou insatisfeita,comprei dois produtos recebi somente mandei dois emails loja não nenhum retorno insatisfeita
7914fa319f12631679d1704d7dcd17df,06ecfa8dfae87263e05d953aa561603d,5,Top,Recomendo,2018-08-22 00:00:00,2018-08-23 01:51:28,positiva,recomendo,recomendo
deb6f26fd2c11c556bc9245fd9203469,997cd0cc21c4cc23cf4b07c4f53834db,4,,Atendeu minha expectativa.,2018-02-24 00:00:00,2018-02-25 11:02:05,positiva,atendeu minha expectativa,atendeu expectativa
6591adaa3a855d13090d5fd151ad96c2,b3e8f5b15b942cacd19dba17d7179867,5,,Entrega antes do prazo. Produto muito prático e de fácil manuseio. ,2017-08-31 00:00:00,2017-09-01 02:38:17,positiva,entrega antes do prazo produto muito prático e de fácil manuseio,entrega antes prazo produto prático fácil manuseio
c4a20a1d2d634f814cca9311edd60e99,1a558554b7f10eba1ffdd56ce469df63,5,,"otimo produto só nao veio manual, mas sem problemas.",2018-04-21 00:00:00,2018-04-24 14:26:37,positiva,otimo produto só nao veio manual mas sem problemas,otimo produto nao veio manual problemas
81e7291e2f92b492eb0340f4406c6897,93720f5a467d2edd5e84e209e8a9a4f6,4,,"Uma das peças não encaixava, estava de diâmetro diferente. Eu tive que serrar e martelar para poder caber e encaixar.
De resto, tudo ok.",2018-04-19 00:00:00,2018-04-22 16:36:04,positiva,uma das peças não encaixava estava de diâmetro diferente eu tive que serrar e martelar para poder caber e encaixar de resto tudo ok,peças não encaixava diâmetro diferente serrar martelar poder caber encaixar resto tudo ok
eb6d75bedecae7b3dbea11b8530637d8,00b9e0f8f588d0406a3de447eb606970,5,,Excelente produto.,2018-02-17 00:00:00,2018-02-19 16:20:08,positiva,excelente produto,excelente produto
593f9b33c3a4c74e37b7b7c49f0cedc4,268762d6a983092f8632e379836806eb,5,,Tudo certo,2017-09-07 00:00:00,2017-09-13 13:51:51,positiva,tudo certo,tudo certo
a36150969fe6bd09ed011dd78aeb0189,ef1b29b591d31d57c0d7337460dd83c9,1,,"Demora na entrega, detestei o atendimento e NUNCA mais compro. baratheon quando vendia por eles mesmos era bem melhor! ",2016-11-02 00:00:00,2016-11-03 12:04:24,negativa,demora na entrega detestei o atendimento e nunca mais compro baratheon quando vendia por eles mesmos era bem melhor,demora entrega detestei atendimento nunca compro baratheon vendia mesmos bem melhor
2c303fb6b2f9c16f324f7deb88e736fe,d9fb85f3f3239e18e331c9f622d6998b,5,,Produto muito bom,2018-08-08 00:00:00,2018-08-09 05:27:42,positiva,produto muito bom,produto bom
43992f6d75ecc01ddd8c748b9362bc81,55b5a2fb966c36bed46f082ad6062914,1,,o meu produto não chegou... segundo o rastreio está parado em Ribeirão Preto sp... ,2018-03-23 00:00:00,2018-03-23 23:21:32,negativa,o meu produto não chegou segundo o rastreio está parado em ribeirão preto sp,produto não chegou segundo rastreio parado ribeirão preto sp
8b4c14417bccab81710772ecb8b23fd6,62a575a2a9f2c005b7ec7ff7dd76d5ee,1,,produto deu defeito na 1 vez de uso.,2018-08-03 00:00:00,2018-08-04 19:32:39,negativa,produto deu defeito na 1 vez de uso,produto deu defeito 1 vez uso
3528296df9092b7a7b88bd036e3f8a8e,dae4fcb62b78ccf2ff3ac4d49113a8f5,5,produto show,super recomendo produto profissional de qualidade,2018-07-14 00:00:00,2018-07-17 14:28:34,positiva,super recomendo produto profissional de qualidade,super recomendo produto profissional qualidade
